All_isequal,A_df1,A_df2,A_isequal,B_df1,B_df2,B_isequal,C_df1,C_df2,C_isequal,D_df1,D_df2,D_isequal,E_df1,E_df2,E_isequal
True,764.0,764.0,True,860.0,860.0,True,251.0,251.0,True,tlymfpehaj,tlymfpehaj,True,weosbzwpxt,weosbzwpxt,True
True,976.0,976.0,True,403.0,403.0,True,40.0,40.0,True,mtyjsvebda,mtyjsvebda,True,iuzemasxup,iuzemasxup,True
True,70.0,70.0,True,104.0,104.0,True,261.0,261.0,True,owxhsmekyp,owxhsmekyp,True,weosbzwpxt,weosbzwpxt,True
False,323.0,,False,820.0,,False,958.0,,False,ouradkbgcn,,False,zdtjamjnql,,False
True,596.0,596.0,True,538.0,538.0,True,15.0,15.0,True,ouradkbgcn,ouradkbgcn,True,zdtjamjnql,zdtjamjnql,True
True,142.0,142.0,True,54.0,54.0,True,803.0,803.0,True,wqcffrrpco,wqcffrrpco,True,iuzemasxup,iuzemasxup,True
True,645.0,645.0,True,374.0,374.0,True,724.0,724.0,True,mtyjsvebda,mtyjsvebda,True,iuzemasxup,iuzemasxup,True
True,468.0,468.0,True,424.0,424.0,True,533.0,533.0,True,mtyjsvebda,mtyjsvebda,True,ascbzxjlhl,ascbzxjlhl,True
False,432.0,433.0,False,725.0,726.0,False,355.0,356.0,False,xcpzyeuplr,tlymfpehaj,False,lmecjgmczy,weosbzwpxt,False
True,35.0,35.0,True,654.0,654.0,True,73.0,73.0,True,xcpzyeuplr,xcpzyeuplr,True,zdtjamjnql,zdtjamjnql,True
True,81.0,81.0,True,911.0,911.0,True,862.0,862.0,True,wqcffrrpco,wqcffrrpco,True,weosbzwpxt,weosbzwpxt,True
True,227.0,227.0,True,823.0,823.0,True,662.0,662.0,True,xcpzyeuplr,xcpzyeuplr,True,zdtjamjnql,zdtjamjnql,True
True,759.0,759.0,True,457.0,457.0,True,145.0,145.0,True,xcpzyeuplr,xcpzyeuplr,True,lmecjgmczy,lmecjgmczy,True
False,830.0,831.0,False,311.0,312.0,False,460.0,461.0,False,tlymfpehaj,fbvofigesg,False,ascbzxjlhl,iuzemasxup,False
True,579.0,579.0,True,892.0,892.0,True,955.0,955.0,True,owxhsmekyp,owxhsmekyp,True,weosbzwpxt,weosbzwpxt,True
True,591.0,591.0,True,998.0,998.0,True,810.0,810.0,True,lblbzlxdgm,lblbzlxdgm,True,ascbzxjlhl,ascbzxjlhl,True
True,846.0,846.0,True,748.0,748.0,True,947.0,947.0,True,snqkmqrzga,snqkmqrzga,True,iuzemasxup,iuzemasxup,True
True,72.0,72.0,True,163.0,163.0,True,410.0,410.0,True,snqkmqrzga,snqkmqrzga,True,iuzemasxup,iuzemasxup,True
False,875.0,,False,538.0,,False,807.0,,False,xcpzyeuplr,,False,lmecjgmczy,,False
True,430.0,430.0,True,785.0,785.0,True,960.0,960.0,True,lblbzlxdgm,lblbzlxdgm,True,weosbzwpxt,weosbzwpxt,True
True,222.0,222.0,True,718.0,718.0,True,381.0,381.0,True,ouradkbgcn,ouradkbgcn,True,weosbzwpxt,weosbzwpxt,True
True,67.0,67.0,True,32.0,32.0,True,162.0,162.0,True,snqkmqrzga,snqkmqrzga,True,lmecjgmczy,lmecjgmczy,True
True,562.0,562.0,True,969.0,969.0,True,937.0,937.0,True,wqcffrrpco,wqcffrrpco,True,weosbzwpxt,weosbzwpxt,True
True,47.0,47.0,True,326.0,326.0,True,6.0,6.0,True,mtyjsvebda,mtyjsvebda,True,ascbzxjlhl,ascbzxjlhl,True
True,494.0,494.0,True,879.0,879.0,True,116.0,116.0,True,mtyjsvebda,mtyjsvebda,True,weosbzwpxt,weosbzwpxt,True
True,687.0,687.0,True,714.0,714.0,True,494.0,494.0,True,ouradkbgcn,ouradkbgcn,True,ascbzxjlhl,ascbzxjlhl,True
True,958.0,958.0,True,877.0,877.0,True,176.0,176.0,True,nymmmbobgk,nymmmbobgk,True,lmecjgmczy,lmecjgmczy,True
True,317.0,317.0,True,607.0,607.0,True,526.0,526.0,True,nymmmbobgk,nymmmbobgk,True,iuzemasxup,iuzemasxup,True
True,355.0,355.0,True,853.0,853.0,True,498.0,498.0,True,mtyjsvebda,mtyjsvebda,True,ascbzxjlhl,ascbzxjlhl,True
True,137.0,137.0,True,87.0,87.0,True,947.0,947.0,True,lblbzlxdgm,lblbzlxdgm,True,zdtjamjnql,zdtjamjnql,True
True,157.0,157.0,True,468.0,468.0,True,901.0,901.0,True,xcpzyeuplr,xcpzyeuplr,True,iuzemasxup,iuzemasxup,True
False,933.0,,False,705.0,,False,578.0,,False,owxhsmekyp,,False,weosbzwpxt,,False
True,434.0,434.0,True,660.0,660.0,True,612.0,612.0,True,lblbzlxdgm,lblbzlxdgm,True,lmecjgmczy,lmecjgmczy,True
False,106.0,107.0,False,165.0,166.0,False,948.0,949.0,False,owxhsmekyp,xcpzyeuplr,False,iuzemasxup,iuzemasxup,True
True,858.0,858.0,True,71.0,71.0,True,606.0,606.0,True,xcpzyeuplr,xcpzyeuplr,True,lmecjgmczy,lmecjgmczy,True
True,255.0,255.0,True,843.0,843.0,True,131.0,131.0,True,mtyjsvebda,mtyjsvebda,True,zdtjamjnql,zdtjamjnql,True
True,311.0,311.0,True,981.0,981.0,True,554.0,554.0,True,lblbzlxdgm,lblbzlxdgm,True,iuzemasxup,iuzemasxup,True
True,731.0,731.0,True,821.0,821.0,True,518.0,518.0,True,wqcffrrpco,wqcffrrpco,True,iuzemasxup,iuzemasxup,True
False,519.0,520.0,False,379.0,380.0,False,895.0,896.0,False,nymmmbobgk,snqkmqrzga,False,zdtjamjnql,zdtjamjnql,True
True,354.0,354.0,True,472.0,472.0,True,558.0,558.0,True,lblbzlxdgm,lblbzlxdgm,True,iuzemasxup,iuzemasxup,True
True,53.0,53.0,True,333.0,333.0,True,920.0,920.0,True,owxhsmekyp,owxhsmekyp,True,ascbzxjlhl,ascbzxjlhl,True
True,736.0,736.0,True,785.0,785.0,True,857.0,857.0,True,mtyjsvebda,mtyjsvebda,True,zdtjamjnql,zdtjamjnql,True
False,172.0,,False,928.0,,False,691.0,,False,fbvofigesg,,False,iuzemasxup,,False
True,966.0,966.0,True,311.0,311.0,True,919.0,919.0,True,fbvofigesg,fbvofigesg,True,iuzemasxup,iuzemasxup,True
True,19.0,19.0,True,574.0,574.0,True,985.0,985.0,True,xcpzyeuplr,xcpzyeuplr,True,zdtjamjnql,zdtjamjnql,True
True,102.0,102.0,True,704.0,704.0,True,178.0,178.0,True,ouradkbgcn,ouradkbgcn,True,lmecjgmczy,lmecjgmczy,True
True,634.0,634.0,True,522.0,522.0,True,403.0,403.0,True,ouradkbgcn,ouradkbgcn,True,lmecjgmczy,lmecjgmczy,True
True,214.0,214.0,True,311.0,311.0,True,149.0,149.0,True,mtyjsvebda,mtyjsvebda,True,iuzemasxup,iuzemasxup,True
False,223.0,,False,674.0,,False,992.0,,False,fbvofigesg,,False,weosbzwpxt,,False
True,708.0,708.0,True,97.0,97.0,True,201.0,201.0,True,lblbzlxdgm,lblbzlxdgm,True,lmecjgmczy,lmecjgmczy,True
True,218.0,218.0,True,682.0,682.0,True,541.0,541.0,True,owxhsmekyp,owxhsmekyp,True,lmecjgmczy,lmecjgmczy,True
True,412.0,412.0,True,787.0,787.0,True,273.0,273.0,True,xcpzyeuplr,xcpzyeuplr,True,weosbzwpxt,weosbzwpxt,True
True,460.0,460.0,True,256.0,256.0,True,233.0,233.0,True,xcpzyeuplr,xcpzyeuplr,True,ascbzxjlhl,ascbzxjlhl,True
False,237.0,238.0,False,391.0,392.0,False,654.0,655.0,False,snqkmqrzga,wqcffrrpco,False,weosbzwpxt,zdtjamjnql,False
False,945.0,946.0,False,350.0,351.0,False,117.0,118.0,False,xcpzyeuplr,owxhsmekyp,False,zdtjamjnql,iuzemasxup,False
False,427.0,428.0,False,144.0,145.0,False,5.0,6.0,False,fbvofigesg,owxhsmekyp,False,zdtjamjnql,zdtjamjnql,True
True,304.0,304.0,True,823.0,823.0,True,377.0,377.0,True,wqcffrrpco,wqcffrrpco,True,lmecjgmczy,lmecjgmczy,True
True,822.0,822.0,True,847.0,847.0,True,956.0,956.0,True,lblbzlxdgm,lblbzlxdgm,True,zdtjamjnql,zdtjamjnql,True
True,245.0,245.0,True,411.0,411.0,True,998.0,998.0,True,wqcffrrpco,wqcffrrpco,True,lmecjgmczy,lmecjgmczy,True
True,505.0,505.0,True,131.0,131.0,True,922.0,922.0,True,nymmmbobgk,nymmmbobgk,True,iuzemasxup,iuzemasxup,True
True,477.0,477.0,True,918.0,918.0,True,212.0,212.0,True,nymmmbobgk,nymmmbobgk,True,lmecjgmczy,lmecjgmczy,True
True,449.0,449.0,True,35.0,35.0,True,459.0,459.0,True,owxhsmekyp,owxhsmekyp,True,zdtjamjnql,zdtjamjnql,True
True,333.0,333.0,True,225.0,225.0,True,323.0,323.0,True,ouradkbgcn,ouradkbgcn,True,iuzemasxup,iuzemasxup,True
True,378.0,378.0,True,446.0,446.0,True,240.0,240.0,True,snqkmqrzga,snqkmqrzga,True,zdtjamjnql,zdtjamjnql,True
True,588.0,588.0,True,16.0,16.0,True,188.0,188.0,True,owxhsmekyp,owxhsmekyp,True,lmecjgmczy,lmecjgmczy,True
True,227.0,227.0,True,117.0,117.0,True,986.0,986.0,True,wqcffrrpco,wqcffrrpco,True,lmecjgmczy,lmecjgmczy,True
True,917.0,917.0,True,517.0,517.0,True,302.0,302.0,True,wqcffrrpco,wqcffrrpco,True,zdtjamjnql,zdtjamjnql,True
True,358.0,358.0,True,722.0,722.0,True,185.0,185.0,True,snqkmqrzga,snqkmqrzga,True,iuzemasxup,iuzemasxup,True
True,811.0,811.0,True,647.0,647.0,True,614.0,614.0,True,nymmmbobgk,nymmmbobgk,True,weosbzwpxt,weosbzwpxt,True
True,434.0,434.0,True,961.0,961.0,True,984.0,984.0,True,wqcffrrpco,wqcffrrpco,True,ascbzxjlhl,ascbzxjlhl,True
True,176.0,176.0,True,362.0,362.0,True,86.0,86.0,True,ouradkbgcn,ouradkbgcn,True,ascbzxjlhl,ascbzxjlhl,True
True,334.0,334.0,True,197.0,197.0,True,885.0,885.0,True,fbvofigesg,fbvofigesg,True,weosbzwpxt,weosbzwpxt,True
True,41.0,41.0,True,550.0,550.0,True,962.0,962.0,True,fbvofigesg,fbvofigesg,True,ascbzxjlhl,ascbzxjlhl,True
True,691.0,691.0,True,856.0,856.0,True,588.0,588.0,True,wqcffrrpco,wqcffrrpco,True,lmecjgmczy,lmecjgmczy,True
False,575.0,,False,927.0,,False,982.0,,False,fbvofigesg,,False,lmecjgmczy,,False
True,208.0,208.0,True,668.0,668.0,True,116.0,116.0,True,ouradkbgcn,ouradkbgcn,True,weosbzwpxt,weosbzwpxt,True
True,321.0,321.0,True,851.0,851.0,True,894.0,894.0,True,lblbzlxdgm,lblbzlxdgm,True,ascbzxjlhl,ascbzxjlhl,True
True,73.0,73.0,True,514.0,514.0,True,757.0,757.0,True,ouradkbgcn,ouradkbgcn,True,zdtjamjnql,zdtjamjnql,True
False,885.0,,False,178.0,,False,130.0,,False,snqkmqrzga,,False,lmecjgmczy,,False
True,460.0,460.0,True,977.0,977.0,True,820.0,820.0,True,nymmmbobgk,nymmmbobgk,True,iuzemasxup,iuzemasxup,True
False,889.0,,False,961.0,,False,217.0,,False,snqkmqrzga,,False,ascbzxjlhl,,False
True,395.0,395.0,True,438.0,438.0,True,67.0,67.0,True,fbvofigesg,fbvofigesg,True,zdtjamjnql,zdtjamjnql,True
True,535.0,535.0,True,555.0,555.0,True,145.0,145.0,True,xcpzyeuplr,xcpzyeuplr,True,iuzemasxup,iuzemasxup,True
True,793.0,793.0,True,834.0,834.0,True,425.0,425.0,True,wqcffrrpco,wqcffrrpco,True,ascbzxjlhl,ascbzxjlhl,True
True,83.0,83.0,True,800.0,800.0,True,373.0,373.0,True,snqkmqrzga,snqkmqrzga,True,zdtjamjnql,zdtjamjnql,True
True,170.0,170.0,True,940.0,940.0,True,489.0,489.0,True,snqkmqrzga,snqkmqrzga,True,ascbzxjlhl,ascbzxjlhl,True
True,1.0,1.0,True,516.0,516.0,True,73.0,73.0,True,snqkmqrzga,snqkmqrzga,True,weosbzwpxt,weosbzwpxt,True
True,534.0,534.0,True,862.0,862.0,True,276.0,276.0,True,tlymfpehaj,tlymfpehaj,True,ascbzxjlhl,ascbzxjlhl,True
True,436.0,436.0,True,963.0,963.0,True,95.0,95.0,True,fbvofigesg,fbvofigesg,True,ascbzxjlhl,ascbzxjlhl,True
True,397.0,397.0,True,456.0,456.0,True,496.0,496.0,True,nymmmbobgk,nymmmbobgk,True,lmecjgmczy,lmecjgmczy,True
False,350.0,351.0,False,362.0,363.0,False,441.0,442.0,False,lblbzlxdgm,tlymfpehaj,False,iuzemasxup,weosbzwpxt,False
True,494.0,494.0,True,12.0,12.0,True,780.0,780.0,True,fbvofigesg,fbvofigesg,True,weosbzwpxt,weosbzwpxt,True
False,796.0,,False,365.0,,False,432.0,,False,snqkmqrzga,,False,lmecjgmczy,,False
False,961.0,962.0,False,452.0,453.0,False,494.0,495.0,False,tlymfpehaj,mtyjsvebda,False,iuzemasxup,weosbzwpxt,False
True,543.0,543.0,True,455.0,455.0,True,41.0,41.0,True,lblbzlxdgm,lblbzlxdgm,True,lmecjgmczy,lmecjgmczy,True
True,586.0,586.0,True,180.0,180.0,True,285.0,285.0,True,owxhsmekyp,owxhsmekyp,True,lmecjgmczy,lmecjgmczy,True
True,463.0,463.0,True,619.0,619.0,True,656.0,656.0,True,snqkmqrzga,snqkmqrzga,True,weosbzwpxt,weosbzwpxt,True
True,960.0,960.0,True,773.0,773.0,True,317.0,317.0,True,xcpzyeuplr,xcpzyeuplr,True,zdtjamjnql,zdtjamjnql,True
True,840.0,840.0,True,112.0,112.0,True,163.0,163.0,True,snqkmqrzga,snqkmqrzga,True,lmecjgmczy,lmecjgmczy,True
True,640.0,640.0,True,472.0,472.0,True,476.0,476.0,True,nymmmbobgk,nymmmbobgk,True,zdtjamjnql,zdtjamjnql,True
True,739.0,739.0,True,677.0,677.0,True,371.0,371.0,True,mtyjsvebda,mtyjsvebda,True,lmecjgmczy,lmecjgmczy,True
True,345.0,345.0,True,760.0,760.0,True,281.0,281.0,True,ouradkbgcn,ouradkbgcn,True,iuzemasxup,iuzemasxup,True
False,353.0,,False,447.0,,False,920.0,,False,snqkmqrzga,,False,ascbzxjlhl,,False
True,967.0,967.0,True,552.0,552.0,True,19.0,19.0,True,wqcffrrpco,wqcffrrpco,True,zdtjamjnql,zdtjamjnql,True
True,275.0,275.0,True,627.0,627.0,True,598.0,598.0,True,wqcffrrpco,wqcffrrpco,True,iuzemasxup,iuzemasxup,True
True,836.0,836.0,True,54.0,54.0,True,169.0,169.0,True,owxhsmekyp,owxhsmekyp,True,lmecjgmczy,lmecjgmczy,True
True,539.0,539.0,True,644.0,644.0,True,999.0,999.0,True,mtyjsvebda,mtyjsvebda,True,ascbzxjlhl,ascbzxjlhl,True
True,352.0,352.0,True,803.0,803.0,True,879.0,879.0,True,wqcffrrpco,wqcffrrpco,True,lmecjgmczy,lmecjgmczy,True
True,699.0,699.0,True,263.0,263.0,True,785.0,785.0,True,xcpzyeuplr,xcpzyeuplr,True,weosbzwpxt,weosbzwpxt,True
True,296.0,296.0,True,122.0,122.0,True,945.0,945.0,True,wqcffrrpco,wqcffrrpco,True,zdtjamjnql,zdtjamjnql,True
True,588.0,588.0,True,924.0,924.0,True,758.0,758.0,True,tlymfpehaj,tlymfpehaj,True,ascbzxjlhl,ascbzxjlhl,True
True,737.0,737.0,True,824.0,824.0,True,554.0,554.0,True,nymmmbobgk,nymmmbobgk,True,weosbzwpxt,weosbzwpxt,True
True,132.0,132.0,True,749.0,749.0,True,637.0,637.0,True,nymmmbobgk,nymmmbobgk,True,zdtjamjnql,zdtjamjnql,True
True,272.0,272.0,True,287.0,287.0,True,369.0,369.0,True,mtyjsvebda,mtyjsvebda,True,ascbzxjlhl,ascbzxjlhl,True
True,353.0,353.0,True,629.0,629.0,True,422.0,422.0,True,mtyjsvebda,mtyjsvebda,True,lmecjgmczy,lmecjgmczy,True
False,538.0,539.0,False,812.0,813.0,False,24.0,25.0,False,fbvofigesg,ouradkbgcn,False,zdtjamjnql,ascbzxjlhl,False
True,539.0,539.0,True,666.0,666.0,True,96.0,96.0,True,snqkmqrzga,snqkmqrzga,True,weosbzwpxt,weosbzwpxt,True
True,992.0,992.0,True,390.0,390.0,True,34.0,34.0,True,tlymfpehaj,tlymfpehaj,True,iuzemasxup,iuzemasxup,True
True,729.0,729.0,True,279.0,279.0,True,824.0,824.0,True,owxhsmekyp,owxhsmekyp,True,zdtjamjnql,zdtjamjnql,True
True,883.0,883.0,True,163.0,163.0,True,994.0,994.0,True,xcpzyeuplr,xcpzyeuplr,True,iuzemasxup,iuzemasxup,True
False,951.0,952.0,False,542.0,543.0,False,14.0,15.0,False,lblbzlxdgm,lblbzlxdgm,True,weosbzwpxt,weosbzwpxt,True
True,331.0,331.0,True,802.0,802.0,True,385.0,385.0,True,owxhsmekyp,owxhsmekyp,True,zdtjamjnql,zdtjamjnql,True
True,37.0,37.0,True,121.0,121.0,True,222.0,222.0,True,xcpzyeuplr,xcpzyeuplr,True,ascbzxjlhl,ascbzxjlhl,True
True,800.0,800.0,True,158.0,158.0,True,734.0,734.0,True,mtyjsvebda,mtyjsvebda,True,iuzemasxup,iuzemasxup,True
True,310.0,310.0,True,28.0,28.0,True,804.0,804.0,True,owxhsmekyp,owxhsmekyp,True,weosbzwpxt,weosbzwpxt,True
True,145.0,145.0,True,719.0,719.0,True,456.0,456.0,True,owxhsmekyp,owxhsmekyp,True,weosbzwpxt,weosbzwpxt,True
True,512.0,512.0,True,723.0,723.0,True,978.0,978.0,True,nymmmbobgk,nymmmbobgk,True,iuzemasxup,iuzemasxup,True
True,715.0,715.0,True,978.0,978.0,True,525.0,525.0,True,ouradkbgcn,ouradkbgcn,True,lmecjgmczy,lmecjgmczy,True
False,809.0,810.0,False,445.0,446.0,False,926.0,927.0,False,wqcffrrpco,xcpzyeuplr,False,weosbzwpxt,lmecjgmczy,False
True,359.0,359.0,True,335.0,335.0,True,906.0,906.0,True,fbvofigesg,fbvofigesg,True,iuzemasxup,iuzemasxup,True
False,739.0,,False,134.0,,False,808.0,,False,lblbzlxdgm,,False,zdtjamjnql,,False
True,711.0,711.0,True,594.0,594.0,True,176.0,176.0,True,fbvofigesg,fbvofigesg,True,weosbzwpxt,weosbzwpxt,True
True,386.0,386.0,True,424.0,424.0,True,634.0,634.0,True,ouradkbgcn,ouradkbgcn,True,weosbzwpxt,weosbzwpxt,True
False,231.0,,False,38.0,,False,73.0,,False,fbvofigesg,,False,iuzemasxup,,False
True,67.0,67.0,True,4.0,4.0,True,489.0,489.0,True,owxhsmekyp,owxhsmekyp,True,ascbzxjlhl,ascbzxjlhl,True
False,861.0,862.0,False,739.0,740.0,False,132.0,133.0,False,nymmmbobgk,tlymfpehaj,False,lmecjgmczy,iuzemasxup,False
False,980.0,,False,478.0,,False,287.0,,False,snqkmqrzga,,False,lmecjgmczy,,False
False,63.0,64.0,False,682.0,683.0,False,871.0,872.0,False,mtyjsvebda,ouradkbgcn,False,zdtjamjnql,ascbzxjlhl,False
False,365.0,366.0,False,622.0,623.0,False,147.0,148.0,False,ouradkbgcn,owxhsmekyp,False,lmecjgmczy,iuzemasxup,False
False,938.0,,False,57.0,,False,359.0,,False,lblbzlxdgm,,False,iuzemasxup,,False
True,256.0,256.0,True,14.0,14.0,True,707.0,707.0,True,fbvofigesg,fbvofigesg,True,weosbzwpxt,weosbzwpxt,True
True,3.0,3.0,True,321.0,321.0,True,425.0,425.0,True,snqkmqrzga,snqkmqrzga,True,zdtjamjnql,zdtjamjnql,True
False,137.0,,False,268.0,,False,644.0,,False,ouradkbgcn,,False,iuzemasxup,,False
False,145.0,,False,499.0,,False,507.0,,False,snqkmqrzga,,False,weosbzwpxt,,False
False,106.0,107.0,False,727.0,728.0,False,147.0,148.0,False,lblbzlxdgm,tlymfpehaj,False,iuzemasxup,iuzemasxup,True
True,83.0,83.0,True,905.0,905.0,True,22.0,22.0,True,fbvofigesg,fbvofigesg,True,iuzemasxup,iuzemasxup,True
True,610.0,610.0,True,260.0,260.0,True,665.0,665.0,True,lblbzlxdgm,lblbzlxdgm,True,zdtjamjnql,zdtjamjnql,True
True,889.0,889.0,True,407.0,407.0,True,518.0,518.0,True,wqcffrrpco,wqcffrrpco,True,iuzemasxup,iuzemasxup,True
True,939.0,939.0,True,746.0,746.0,True,664.0,664.0,True,ouradkbgcn,ouradkbgcn,True,zdtjamjnql,zdtjamjnql,True
True,549.0,549.0,True,600.0,600.0,True,838.0,838.0,True,tlymfpehaj,tlymfpehaj,True,lmecjgmczy,lmecjgmczy,True
True,877.0,877.0,True,906.0,906.0,True,975.0,975.0,True,mtyjsvebda,mtyjsvebda,True,ascbzxjlhl,ascbzxjlhl,True
True,505.0,505.0,True,791.0,791.0,True,531.0,531.0,True,tlymfpehaj,tlymfpehaj,True,weosbzwpxt,weosbzwpxt,True
True,92.0,92.0,True,491.0,491.0,True,2.0,2.0,True,snqkmqrzga,snqkmqrzga,True,zdtjamjnql,zdtjamjnql,True
True,42.0,42.0,True,297.0,297.0,True,31.0,31.0,True,owxhsmekyp,owxhsmekyp,True,ascbzxjlhl,ascbzxjlhl,True
True,596.0,596.0,True,634.0,634.0,True,276.0,276.0,True,snqkmqrzga,snqkmqrzga,True,zdtjamjnql,zdtjamjnql,True
True,557.0,557.0,True,248.0,248.0,True,384.0,384.0,True,mtyjsvebda,mtyjsvebda,True,iuzemasxup,iuzemasxup,True
True,888.0,888.0,True,227.0,227.0,True,599.0,599.0,True,mtyjsvebda,mtyjsvebda,True,ascbzxjlhl,ascbzxjlhl,True
True,552.0,552.0,True,655.0,655.0,True,278.0,278.0,True,lblbzlxdgm,lblbzlxdgm,True,weosbzwpxt,weosbzwpxt,True
True,16.0,16.0,True,780.0,780.0,True,944.0,944.0,True,mtyjsvebda,mtyjsvebda,True,weosbzwpxt,weosbzwpxt,True
True,477.0,477.0,True,960.0,960.0,True,807.0,807.0,True,mtyjsvebda,mtyjsvebda,True,zdtjamjnql,zdtjamjnql,True
True,626.0,626.0,True,972.0,972.0,True,611.0,611.0,True,xcpzyeuplr,xcpzyeuplr,True,iuzemasxup,iuzemasxup,True
False,802.0,803.0,False,401.0,402.0,False,337.0,338.0,False,xcpzyeuplr,xcpzyeuplr,True,zdtjamjnql,lmecjgmczy,False
True,96.0,96.0,True,329.0,329.0,True,38.0,38.0,True,wqcffrrpco,wqcffrrpco,True,ascbzxjlhl,ascbzxjlhl,True
True,771.0,771.0,True,977.0,977.0,True,652.0,652.0,True,tlymfpehaj,tlymfpehaj,True,lmecjgmczy,lmecjgmczy,True
True,765.0,765.0,True,786.0,786.0,True,219.0,219.0,True,lblbzlxdgm,lblbzlxdgm,True,ascbzxjlhl,ascbzxjlhl,True
True,239.0,239.0,True,225.0,225.0,True,359.0,359.0,True,xcpzyeuplr,xcpzyeuplr,True,iuzemasxup,iuzemasxup,True
True,347.0,347.0,True,391.0,391.0,True,937.0,937.0,True,wqcffrrpco,wqcffrrpco,True,weosbzwpxt,weosbzwpxt,True
True,404.0,404.0,True,485.0,485.0,True,466.0,466.0,True,xcpzyeuplr,xcpzyeuplr,True,ascbzxjlhl,ascbzxjlhl,True
True,684.0,684.0,True,180.0,180.0,True,634.0,634.0,True,fbvofigesg,fbvofigesg,True,weosbzwpxt,weosbzwpxt,True
True,951.0,951.0,True,38.0,38.0,True,840.0,840.0,True,lblbzlxdgm,lblbzlxdgm,True,iuzemasxup,iuzemasxup,True
True,429.0,429.0,True,944.0,944.0,True,339.0,339.0,True,tlymfpehaj,tlymfpehaj,True,ascbzxjlhl,ascbzxjlhl,True
True,971.0,971.0,True,117.0,117.0,True,660.0,660.0,True,owxhsmekyp,owxhsmekyp,True,zdtjamjnql,zdtjamjnql,True
True,744.0,744.0,True,84.0,84.0,True,181.0,181.0,True,xcpzyeuplr,xcpzyeuplr,True,iuzemasxup,iuzemasxup,True
False,831.0,832.0,False,25.0,26.0,False,309.0,310.0,False,lblbzlxdgm,xcpzyeuplr,False,iuzemasxup,lmecjgmczy,False
True,437.0,437.0,True,162.0,162.0,True,545.0,545.0,True,tlymfpehaj,tlymfpehaj,True,ascbzxjlhl,ascbzxjlhl,True
True,552.0,552.0,True,165.0,165.0,True,344.0,344.0,True,nymmmbobgk,nymmmbobgk,True,lmecjgmczy,lmecjgmczy,True
True,212.0,212.0,True,737.0,737.0,True,503.0,503.0,True,xcpzyeuplr,xcpzyeuplr,True,zdtjamjnql,zdtjamjnql,True
True,223.0,223.0,True,851.0,851.0,True,780.0,780.0,True,xcpzyeuplr,xcpzyeuplr,True,weosbzwpxt,weosbzwpxt,True
True,119.0,119.0,True,8.0,8.0,True,188.0,188.0,True,nymmmbobgk,nymmmbobgk,True,lmecjgmczy,lmecjgmczy,True
True,150.0,150.0,True,236.0,236.0,True,176.0,176.0,True,ouradkbgcn,ouradkbgcn,True,ascbzxjlhl,ascbzxjlhl,True
False,912.0,,False,542.0,,False,349.0,,False,owxhsmekyp,,False,weosbzwpxt,,False
True,585.0,585.0,True,804.0,804.0,True,32.0,32.0,True,snqkmqrzga,snqkmqrzga,True,zdtjamjnql,zdtjamjnql,True
True,755.0,755.0,True,596.0,596.0,True,150.0,150.0,True,wqcffrrpco,wqcffrrpco,True,weosbzwpxt,weosbzwpxt,True
True,227.0,227.0,True,839.0,839.0,True,989.0,989.0,True,nymmmbobgk,nymmmbobgk,True,weosbzwpxt,weosbzwpxt,True
False,204.0,,False,174.0,,False,747.0,,False,ouradkbgcn,,False,lmecjgmczy,,False
True,28.0,28.0,True,373.0,373.0,True,186.0,186.0,True,mtyjsvebda,mtyjsvebda,True,weosbzwpxt,weosbzwpxt,True
True,108.0,108.0,True,793.0,793.0,True,736.0,736.0,True,tlymfpehaj,tlymfpehaj,True,iuzemasxup,iuzemasxup,True
True,83.0,83.0,True,651.0,651.0,True,285.0,285.0,True,tlymfpehaj,tlymfpehaj,True,iuzemasxup,iuzemasxup,True
True,771.0,771.0,True,295.0,295.0,True,129.0,129.0,True,wqcffrrpco,wqcffrrpco,True,ascbzxjlhl,ascbzxjlhl,True
True,683.0,683.0,True,784.0,784.0,True,28.0,28.0,True,lblbzlxdgm,lblbzlxdgm,True,lmecjgmczy,lmecjgmczy,True
False,212.0,,False,451.0,,False,491.0,,False,wqcffrrpco,,False,lmecjgmczy,,False
True,803.0,803.0,True,644.0,644.0,True,821.0,821.0,True,owxhsmekyp,owxhsmekyp,True,weosbzwpxt,weosbzwpxt,True
False,495.0,496.0,False,740.0,741.0,False,736.0,737.0,False,wqcffrrpco,mtyjsvebda,False,zdtjamjnql,zdtjamjnql,True
True,482.0,482.0,True,601.0,601.0,True,530.0,530.0,True,nymmmbobgk,nymmmbobgk,True,lmecjgmczy,lmecjgmczy,True
True,843.0,843.0,True,533.0,533.0,True,211.0,211.0,True,xcpzyeuplr,xcpzyeuplr,True,zdtjamjnql,zdtjamjnql,True
True,273.0,273.0,True,48.0,48.0,True,858.0,858.0,True,tlymfpehaj,tlymfpehaj,True,lmecjgmczy,lmecjgmczy,True
True,940.0,940.0,True,924.0,924.0,True,58.0,58.0,True,mtyjsvebda,mtyjsvebda,True,lmecjgmczy,lmecjgmczy,True
True,181.0,181.0,True,456.0,456.0,True,198.0,198.0,True,fbvofigesg,fbvofigesg,True,lmecjgmczy,lmecjgmczy,True
True,802.0,802.0,True,521.0,521.0,True,187.0,187.0,True,snqkmqrzga,snqkmqrzga,True,lmecjgmczy,lmecjgmczy,True
